,Sa2,Year,regionName,score,bonus_collab,core_bonus_score_ratio
0,308031208,2017,Frenchville - Mount Archer,17,0,0
0,701011004,2017,Fannie Bay - The Gardens,17,0,0
0,509031248,2017,Murray,17,0,0
0,213041359,2017,Rockbank - Mount Cottrell,17,0,0
0,217021429,2017,Moyne - East,17,0,0
0,501021011,2017,Davenport,17,0,0
0,307011177,2017,Roma Region,17,0,0
0,602021057,2017,Westbury,17,0,0
0,801011017,2017,Latham,17,0,0
0,310031293,2017,Raceview,17,0,0
0,509011227,2017,Bayonet Head - Lower King,17,0,0
0,308031211,2017,Lakes Creek,17,0,0
0,501021008,2017,College Grove - Carey Park,17,0,0
0,501011001,2017,Augusta,17,0,0
0,801071081,2017,Isabella Plains,17,0,0
0,602021054,2017,Deloraine,17,0,0
0,318021484,2017,Mount Louisa,17,0,0
0,602021055,2017,Grindelwald - Lanena,17,0,0
0,801011013,2017,Hawker,17,0,0
0,508051214,2017,Irwin,17,0,0
0,602031059,2017,George Town,17,0,0
0,501021014,2017,Harvey,17,0,0
0,307031186,2017,Southern Downs - West,17,0,0
0,310031291,2017,Leichhardt - One Mile,17,0,0
0,306051167,2017,Herberton,17,0,0
0,113031265,2017,Junee,17,0,0
0,106041129,2017,Scone Region,17,0,0
0,318011465,2017,Ingham Region,17,0,0
0,403021063,2017,Sheidow Park - Trott Park,17,0,0
0,801091108,2017,Pearce,17,0,0
0,306041165,2017,Port Douglas,17,0,0
0,504031060,2017,Gidgegannup,17,0,0
0,204031072,2017,Towong,17,0,0
0,310031283,2017,Brassall,16,0,0
0,204011062,2017,Yea,16,0,0
0,319031513,2017,Gympie - South,16,0,0
0,124031465,2017,Warragamba - Silverdale,16,0,0
0,507011161,2017,Success - Hammond Park,16,0,0
0,405031120,2017,Jamestown,16,0,0
0,217021431,2017,Otway,16,0,0
0,308031207,2017,Emu Park,16,0,0
0,115031299,2017,Bilpin - Colo - St Albans,16,0,0
0,117011324,2017,Port Botany Industrial,16,2,0.125
0,407031169,2017,The Coorong,16,0,0
0,110021192,2017,Inverell Region - East,16,0,0
0,701021022,2017,Malak - Marrara,16,0,0
0,508051217,2017,Northampton - Mullewa - Greenough,16,0,0
0,308031210,2017,Gracemere,16,0,0
0,205021082,2017,Bruthen - Omeo,16,0,0
0,201011005,2017,Buninyong,16,0,0
0,407021150,2017,Grant,16,0,0
0,405011115,2017,Tanunda,16,0,0
0,310031288,2017,Ipswich - North,16,2,0.125
0,315031408,2017,Barcaldine - Blackall,16,0,0
0,113021261,2017,Tumut,16,0,0
0,215011386,2017,Ararat,16,0,0
0,215011391,2017,St Arnaud,16,0,0
0,406011131,2017,Kimba - Cleve - Franklin Harbour,16,0,0
0,111011207,2017,Belmont South - Blacksmiths,16,0,0
0,701011005,2017,Larrakeyah,16,0,0
0,116031316,2017,Lethbridge Park - Tregear,16,0,0
0,602011043,2017,Norwood (Tas.),16,0,0
0,509031247,2017,Kulin,16,0,0
0,102021052,2017,Summerland Point - Gwandalan,16,0,0
0,106041127,2017,Muswellbrook Region,15,0,0
0,405021118,2017,Goyder,15,0,0
0,601011001,2017,Bridgewater - Gagebrook,15,0,0
0,213051366,2017,Truganina,15,0,0
0,309051245,2017,Reedy Creek - Andrews,15,0,0
0,407031168,2017,Renmark Region,15,0,0
0,203011034,2017,Bannockburn,15,0,0
0,603021071,2017,Geeveston - Dover,15,0,0
0,402011027,2017,Lewiston - Two Wells,15,0,0
0,116031314,2017,Glendenning Dean Park,15,0,0
0,101031015,2017,Cooma Region,15,0,0
0,403041089,2017,Woodcroft,15,0,0
0,602011039,2017,Legana,15,0,0
0,501031020,2017,Pemberton,15,0,0
0,107011132,2017,Horsley - Kembla Grange,15,0,0
0,507031168,2017,Anketell - Wandi,15,0,0
0,603011067,2017,Southern Midlands,15,0,0
0,508021196,2017,Carnarvon,15,0,0
0,319041519,2017,Point Vernon,15,0,0
0,108021157,2017,Macksville - Scotts Head,15,0,0
0,405011114,2017,Nuriootpa,15,0,0
0,402021033,2017,One Tree Hill,15,1,0.066666667
0,702051067,2017,Katherine,15,0,0
0,306021148,2017,Gordonvale - Trinity,15,0,0
0,509021236,2017,Chittering,15,0,0
0,801031031,2017,Hume,15,0,0
0,507011162,2017,Wattleup,15,0,0
0,216011408,2017,Lockington - Gunbower,15,0,0
0,801011002,2017,Belconnen,15,0,0
0,308031216,2017,Rockhampton - West,15,0,0
0,311021308,2017,Edens Landing - Holmview,15,0,0
0,405021117,2017,Gilbert Valley,15,0,0
0,501021012,2017,Eaton - Pelican Point,14,0,0
0,403041075,2017,Clarendon,14,0,0
0,217021430,2017,Moyne - West,14,0,0
0,105011095,2017,Nyngan - Warren,14,0,0
0,213011329,2017,Cairnlea,14,0,0
0,801011022,2017,Melba,14,0,0
0,507011149,2017,Beeliar,14,0,0
0,403041088,2017,Willunga,14,0,0
0,304041100,2017,Keperra,14,0,0
0,603011066,2017,Derwent Valley,14,0,0
0,201021010,2017,Creswick - Clunes,14,0,0
0,307011172,2017,Chinchilla,14,0,0
0,604011079,2017,Penguin - Sulphur Creek,14,0,0
0,602011051,2017,West Launceston,14,0,0
0,110041204,2017,Tamworth - West,14,0,0
0,114011283,2017,Ulladulla Region,14,0,0
0,507031170,2017,Calista,14,0,0
0,109021178,2017,Wentworth - Buronga,14,0,0
0,801081092,2017,Duffy,14,0,0
0,217021424,2017,Camperdown,14,1,0.071428571
0,125031487,2017,Yennora Industrial,14,0,0
0,205011077,2017,Mount Baw Baw Region,14,0,0
0,601031021,2017,West Moonah,14,0,0
0,504021049,2017,Chidlow,14,0,0
0,801011014,2017,Higgins,14,0,0
0,310031295,2017,Riverview,14,0,0
0,508011195,2017,Esperance Region,14,0,0
0,801011024,2017,Scullin,13,0,0
0,308021201,2017,Kin Kora - Sun Valley,13,0,0
0,801011004,2017,Charnwood,13,0,0
0,310041304,2017,Springfield Lakes,13,0,0
0,109031184,2017,Moama,13,0,0
0,213021345,2017,Seabrook,13,0,0
0,213041360,2017,Taylors Hill,13,0,0
0,308031218,2017,Rockhampton Region - East,13,0,0
0,312021351,2017,Pioneer Valley,13,0,0
0,604011076,2017,Burnie - Ulverstone Region,13,0,0
0,602011046,2017,Riverside,13,0,0
0,213011331,2017,Delahey,13,0,0
0,604021090,2017,Quoiba - Spreyton,13,0,0
0,318021474,2017,Douglas,13,2,0.153846154
0,216021414,2017,Yarrawonga,13,0,0
0,601031015,2017,Claremont (Tas.),13,0,0
0,407031160,2017,Berri,13,0,0
0,602011041,2017,Newnham - Mayfield,13,0,0
0,508051213,2017,Geraldton - South,13,0,0
0,507031169,2017,Bertram - Wellard (West),13,0,0
0,508061221,2017,Newman,13,0,0
0,307011175,2017,Miles - Wandoan,13,0,0
0,801071075,2017,Conder,13,0,0
0,406011130,2017,Eyre Peninsula,13,0,0
0,319011498,2017,Bundaberg Region - North,13,0,0
0,701011007,2017,Parap,13,0,0
0,215031402,2017,Kerang,13,0,0
0,202011023,2017,Maiden Gully,13,0,0
0,317011449,2017,Gowrie (Qld),13,0,0
0,216011410,2017,Rushworth,13,0,0
0,801081096,2017,Stirling,12,0,0
0,205021086,2017,Paynesville,12,0,0
0,308021203,2017,Telina - Toolooa,12,0,0
0,701021030,2017,Wulagi,12,0,0
0,406021139,2017,Coober Pedy,12,0,0
0,604031097,2017,West Coast (Tas.),12,0,0
0,801051054,2017,Dickson,12,0,0
0,407011146,2017,Strathalbyn,12,0,0
0,201031016,2017,Maryborough (Vic.),12,0,0
0,105031102,2017,Dubbo - West,12,0,0
0,318021487,2017,Oonoonba,12,0,0
0,508021197,2017,Exmouth,12,0,0
0,801041034,2017,Amaroo,12,0,0
0,401021009,2017,Nairne,12,0,0
0,701041044,2017,Woodroffe,12,0,0
0,701021025,2017,Nightcliff,12,0,0
0,101041021,2017,Broulee - Tomakin,12,0,0
0,301031014,2017,Brisbane Port - Lytton,12,0,0
0,212011290,2017,Koo Wee Rup,12,0,0
0,110011187,2017,Armidale Region - North,12,0,0
0,110011189,2017,Walcha,12,0,0
0,405041124,2017,Kadina,12,0,0
0,603031073,2017,Forestier - Tasman,12,0,0
0,701021019,2017,Karama,12,0,0
0,213041358,2017,Melton West,12,0,0
0,319021508,2017,Monto - Eidsvold,12,0,0
0,508061222,2017,Port Hedland,12,0,0
0,306021155,2017,White Rock,12,0,0
0,302041043,2017,Deagon,12,0,0
0,103021066,2017,Grenfell,12,0,0
0,306031158,2017,Babinda,12,0,0
0,319011496,2017,Bundaberg East - Kalkie,12,0,0
0,604011078,2017,Parklands - Camdale,12,0,0
0,602031064,2017,St Helens - Scamander,12,0,0
0,103021064,2017,Cowra Region,12,0,0
0,801041045,2017,Mitchell,12,0,0
0,604021089,2017,Port Sorell,12,0,0
0,801041040,2017,Gungahlin,11,0,0
0,701041037,2017,Driver,11,0,0
0,407021151,2017,Kingston - Robe,11,0,0
0,602031060,2017,Longford,11,0,0
0,507011158,2017,North Coogee,11,1,0.090909091
0,602031061,2017,Northern Midlands,11,0,0
0,105011094,2017,Coonamble,11,0,0
0,202021029,2017,Heathcote,11,0,0
0,308031212,2017,Mount Morgan,11,0,0
0,509031249,2017,Narrogin,11,0,0
0,509021245,2017,York - Beverley,11,0,0
0,306021152,2017,Manunda,11,0,0
0,319051523,2017,Granville,11,0,0
0,508031203,2017,Leinster - Leonora,11,0,0
0,318021485,2017,Mundingburra,11,0,0
0,109021179,2017,Wentworth-Balranald Region,11,0,0
0,604021092,2017,Turners Beach - Forth,11,0,0
0,105011093,2017,Cobar,11,0,0
0,601031020,2017,New Norfolk,11,0,0
0,319021503,2017,Gayndah - Mundubbera,11,0,0
0,113031264,2017,Gundagai,11,0,0
0,315011396,2017,Cape York,11,0,0
0,313021368,2017,Morayfield - East,11,0,0
0,102021045,2017,Blue Haven - San Remo,11,0,0
0,108051167,2017,Gloucester,11,0,0
0,205041098,2017,Yallourn North - Glengarry,11,0,0
0,308011190,2017,Central Highlands - East,11,0,0
0,604021086,2017,East Devonport,11,0,0
0,313041376,2017,Upper Caboolture,11,0,0
0,509011231,2017,Kojonup,11,0,0
0,108051171,2017,Wingham,10,0,0
0,212031306,2017,Lynbrook - Lyndhurst,10,0,0
0,111031230,2017,Newcastle Port - Kooragang,10,0,0
0,213051365,2017,Tarneit,10,0,0
0,103011059,2017,Bathurst - East,10,0,0
0,701011006,2017,Ludmilla - The Narrows,10,0,0
0,509011230,2017,Katanning,10,0,0
0,101041023,2017,Eden,10,0,0
0,407031167,2017,Renmark,10,0,0
0,318021477,2017,Heatley,10,0,0
0,204031071,2017,Myrtleford,10,0,0
0,105031103,2017,Dubbo Region,10,0,0
0,801011006,2017,Dunlop,10,0,0
0,701021026,2017,Rapid Creek,10,0,0
0,508031202,2017,Kambalda - Coolgardie - Norseman,10,0,0
0,701041038,2017,Durack - Marlow Lagoon,10,0,0
0,108021160,2017,South West Rocks,10,0,0
0,508061224,2017,South Hedland,10,0,0
0,201031013,2017,Avoca,10,0,0
0,604031094,2017,North West,10,0,0
0,405031121,2017,Peterborough - Mount Remarkable,10,0,0
0,405041128,2017,Yorke Peninsula - South,10,0,0
0,215031403,2017,Robinvale,10,0,0
0,103021068,2017,Parkes Region,10,0,0
0,312021343,2017,East Mackay,10,0,0
0,319011494,2017,Branyan - Kensington,10,0,0
0,801011025,2017,Spence,10,0,0
0,308021195,2017,Biloela,10,0,0
0,407031159,2017,Barmera,10,0,0
0,308031220,2017,Rockhampton Region - West,10,0,0
0,307011174,2017,Inglewood - Waggamba,9,0,0
0,215021396,2017,Merbein,9,0,0
0,315031409,2017,Charleville,9,0,0
0,407011147,2017,Strathalbyn Region,9,0,0
0,215021398,2017,Mildura Region,9,0,0
0,407021156,2017,Penola,9,0,0
0,306021144,2017,Bentley Park,9,0,0
0,801071080,2017,Greenway,9,0,0
0,507051192,2017,Waikiki,9,0,0
0,701021020,2017,Leanyer,9,0,0
0,306021153,2017,Mount Sheridan,9,0,0
0,123031445,2017,Bargo,9,0,0
0,702011046,2017,East Side,9,0,0
0,201031014,2017,Beaufort,9,0,0
0,102021049,2017,Jilliby - Yarramalong,9,1,0.111111111
0,604031095,2017,Smithton,9,0,0
0,306021157,2017,Woree,9,0,0
0,310011272,2017,Durack,9,0,0
0,601011003,2017,Old Beach - Otago,9,0,0
0,602021056,2017,Hadspen - Carrick,9,0,0
0,406021142,2017,Port Augusta,9,0,0
0,801081093,2017,Fisher,9,0,0
0,701021024,2017,Moil,9,0,0
0,603011065,2017,Central Highlands,9,0,0
0,205051102,2017,Rosedale,9,0,0
0,801071086,2017,Oxley (ACT),9,0,0
0,114011273,2017,Callala Bay - Currarong,9,0,0
0,215031405,2017,Swan Hill Region,9,0,0
0,215011387,2017,Ararat Region,9,0,0
0,204021065,2017,Rutherglen,9,0,0
0,209031211,2017,Kinglake,9,0,0
0,701021011,2017,Anula,9,0,0
0,406021143,2017,Roxby Downs,8,0,0
0,204031075,2017,Yackandandah,8,0,0
0,506021121,2017,Perth Airport,8,1,0.125
0,702011049,2017,Mount Johns,8,0,0
0,312011340,2017,Collinsville,8,0,0
0,701021028,2017,Wagaman,8,0,0
0,801041044,2017,Harrison,8,0,0
0,509011226,2017,Albany Region,8,0,0
0,601021009,2017,Mornington - Warrane,8,0,0
0,101021007,2017,Braidwood,8,0,0
0,318011463,2017,Dalrymple,8,0,0
0,307011178,2017,Tara,8,0,0
0,204011060,2017,Seymour Region,8,0,0
0,407031164,2017,Mannum,8,0,0
0,217021426,2017,Colac Region,8,0,0
0,204031068,2017,Beechworth,8,0,0
0,701031034,2017,Virginia,8,0,0
0,315031412,2017,Longreach,8,0,0
0,407031162,2017,Loxton,8,0,0
0,405041126,2017,Wallaroo,7,0,0
0,508041206,2017,Derby - West Kimberley,7,4,0.571428571
0,701031035,2017,Weddell,7,0,0
0,601031013,2017,Austins Ferry - Granton,7,0,0
0,407011145,2017,Kangaroo Island,7,0,0
0,201031015,2017,Golden Plains - North,7,0,0
0,604021087,2017,Latrobe,7,0,0
0,503021037,2017,Kings Park (WA),7,1,0.142857143
0,113011259,2017,Narrandera,7,0,0
0,601011002,2017,Brighton - Pontville,7,0,0
0,406021141,2017,Outback,7,0,0
0,602011050,2017,Waverley - St Leonards,7,0,0
0,701041040,2017,Moulden,7,0,0
0,308021202,2017,South Trees,7,0,0
0,701041039,2017,Gray,7,0,0
0,801071071,2017,Banks,7,0,0
0,602011048,2017,Summerhill - Prospect,7,0,0
0,217021428,2017,Corangamite - South,7,0,0
0,405031123,2017,Port Pirie Region,7,0,0
0,701031032,2017,Humpty Doo,7,0,0
0,312011339,2017,Clermont,7,0,0
0,702011048,2017,Larapinta,7,0,0
0,215011389,2017,Horsham Region,7,0,0
0,702031060,2017,Tiwi Islands,6,0,0
0,210011227,2017,Essendon Airport,6,0,0
0,310041303,2017,Springfield,6,0,0
0,602011040,2017,Mowbray,6,0,0
0,312021347,2017,Mackay Harbour,6,0,0
0,208031192,2017,Moorabbin Airport,6,0,0
0,604031096,2017,Waratah,6,0,0
0,702011047,2017,Flynn (NT),6,0,0
0,508061218,2017,Ashburton (WA),6,0,0
0,407021158,2017,Wattle Range,6,0,0
0,701031031,2017,Howard Springs,6,0,0
0,501021010,2017,Dardanup,6,0,0
0,310031294,2017,Ripley,6,0,0
0,216021412,2017,Moira,6,0,0
0,319031515,2017,Kilkivan,6,0,0
0,216011409,2017,Rochester,6,0,0
0,601021011,2017,Rokeby,6,0,0
0,405041125,2017,Moonta,6,0,0
0,801071087,2017,Richardson,6,0,0
0,507031171,2017,Casuarina - Wellard (East),6,0,0
0,406021140,2017,Flinders Ranges,6,0,0
0,801041038,2017,Forde,5,0,0
0,404031104,2017,Adelaide Airport,5,5,1
0,406011132,2017,Le Hunte - Elliston,5,0,0
0,508041208,2017,Kununurra,5,0,0
0,604011075,2017,Acton - Upper Burnie,5,0,0
0,315031411,2017,Far South West,5,0,0
0,405011113,2017,Mallala,5,0,0
0,702041064,2017,Nhulunbuy,5,0,0
0,407031166,2017,Murray Bridge Region,5,0,0
0,215011393,2017,West Wimmera,5,0,0
0,402041042,2017,Parafield,5,0,0
0,602011036,2017,Invermay,5,0,0
0,604011080,2017,Romaine - Havenview,5,0,0
0,507011157,2017,Jandakot Airport,5,0,0
0,602011044,2017,Prospect Vale - Blackstone,5,0,0
0,701021027,2017,Tiwi,5,0,0
0,801061068,2017,Parkes (ACT),5,0,0
0,205051100,2017,Longford - Loch Sport,5,0,0
0,315021404,2017,Carpentaria,5,0,0
0,307031185,2017,Southern Downs - East,5,0,0
0,215021395,2017,Irymple,5,0,0
0,801021028,2017,Molonglo,5,0,0
0,204031070,2017,Chiltern - Indigo Valley,5,0,0
0,508041207,2017,Halls Creek,5,0,0
0,308031209,2017,Glenlee - Rockyview,5,0,0
0,501031019,2017,Manjimup,5,0,0
0,308031206,2017,Bouldercombe,5,0,0
0,113021260,2017,Tumbarumba,5,0,0
0,507031172,2017,Hope Valley - Postans,5,0,0
0,204011058,2017,Nagambie,5,0,0
0,701041041,2017,Palmerston - North,5,0,0
0,407021154,2017,Naracoorte,5,0,0
0,701021018,2017,Jingili,5,0,0
0,801071085,2017,Mount Taylor,5,0,0
0,308021197,2017,Callemondah,5,0,0
0,101031013,2017,Bombala,5,0,0
0,204021064,2017,Benalla Region,5,0,0
0,801041043,2017,Hall,4,0,0
0,315011397,2017,Croydon - Etheridge,4,0,0
0,701021010,2017,Alawa,4,0,0
0,407021155,2017,Naracoorte Region,4,0,0
0,601021010,2017,Risdon Vale,4,0,0
0,801021027,2017,ACT - South West,4,0,0
0,407031161,2017,Karoonda - Lameroo,4,0,0
0,212031304,2017,Cranbourne West,4,0,0
0,105021098,2017,Far West,4,0,0
0,201011007,2017,Smythes Creek,4,1,0.25
0,407021152,2017,Millicent,4,0,0
0,107011133,2017,Port Kembla Industrial,4,0,0
0,318021470,2017,Bohle Plains,4,0,0
0,508061223,2017,Roebourne,4,0,0
0,315021406,2017,Mount Isa Region,4,0,0
0,311031315,2017,Greenbank Military Camp,4,0,0
0,406011129,2017,Ceduna,4,0,0
0,307021181,2017,Millmerran,4,0,0
0,319011492,2017,Ashfield - Kepnock,4,0,0
0,701021029,2017,Wanguri,4,0,0
0,602011045,2017,Ravenswood,3,0,0
0,801041039,2017,Franklin,3,0,0
0,604011081,2017,Somerset,3,0,0
0,702031058,2017,Daly,3,0,0
0,701021023,2017,Millner,3,0,0
0,508061219,2017,East Pilbara,3,0,0
0,319021507,2017,Kingaroy Region - South,3,0,0
0,109021177,2017,Hay,3,0,0
0,128021537,2017,Royal National Park,3,0,0
0,801091107,2017,O'Malley,3,0,0
0,701021021,2017,Lyons (NT),3,0,0
0,702011051,2017,Ross,3,0,0
0,210051248,2017,Melbourne Airport,3,0,0
0,505021087,2017,Herdsman,3,0,0
0,701021016,2017,Coconut Grove,3,0,0
0,801011018,2017,Lawson,2,0,0
0,205031088,2017,French Island,2,0,0
0,801071083,2017,Macarthur,2,0,0
0,113021262,2017,Tumut Region,2,0,0
0,407031163,2017,Loxton Region,2,0,0
0,702011050,2017,Petermann - Simpson,2,0,0
0,118011342,2017,Centennial Park,2,2,1
0,801031033,2017,Majura,2,0,0
0,315011403,2017,Weipa,2,0,0
0,206041120,2017,Flemington Racecourse,2,2,1
0,124011451,2017,Blue Mountains - North,2,0,0
0,702031059,2017,Thamarrurr,2,0,0
0,406011134,2017,West Coast (SA),2,0,0
0,702021056,2017,Tennant Creek,2,0,0
0,508051215,2017,Meekatharra,2,0,0
0,702041063,2017,East Arnhem,2,0,0
0,604031093,2017,King Island,2,0,0
0,117011325,2017,Sydney Airport,2,0,0
0,801041036,2017,Casey,1,0,0
0,310041301,2017,New Chum,1,0,0
0,702031057,2017,Alligator,1,0,0
0,801041035,2017,Bonner,1,0,0
0,508031201,2017,Kalgoorlie Airport,1,0,0
0,701021017,2017,East Arm,1,0,0
0,315011399,2017,Northern Peninsula,1,0,0
0,701041036,2017,Bakewell,1,0,0
0,315031410,2017,Far Central West,1,0,0
0,404021103,2017,Torrens Island,1,0,0
0,801041037,2017,Crace,1,0,0
0,701021015,2017,Charles Darwin,1,0,0
0,701011001,2017,Darwin Airport,1,0,0
0,125011475,2017,Rookwood Cemetery,1,0,0
0,103031075,2017,Wollangambe - Wollemi,1,0,0
